<<<<<<< HEAD
Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
29561;Quitinete;Copacabana;1;0;0;30;1400.0;364.0;
29563;Apartamento;Copacabana;3;1;0;140;3500.0;1259.0;236.0
29564;Apartamento;Taquara;2;1;1;50;1000.0;368.0;
29565;Casa de Condomínio;Barra da Tijuca;4;5;1;365;7150.0;;6600.0
29566;Apartamento;São Conrado;4;2;2;366;10000.0;2712.0;1073.0
29568;Apartamento;Barra da Tijuca;3;2;1;100;3400.0;1492.0;257.0
29570;Apartamento;Centro;2;1;1;70;2800.0;600.0;150.0
29571;Apartamento;Barra da Tijuca;2;1;1;84;2250.0;1306.0;200.0
29573;Apartamento;Copacabana;3;1;0;90;4300.0;1175.0;136.0
29574;Casa de Condomínio;Recreio dos Bandeirantes;4;4;2;250;4200.0;603.0;400.0
29575;Apartamento;Barra da Tijuca;4;4;4;260;14000.0;2977.0;800.0
29576;Apartamento;Santa Cruz;2;1;0;50;700.0;280.0;
29577;Apartamento;Leblon;3;2;1;180;5500.0;3990.0;485.0
29578;Apartamento;Recreio dos Bandeirantes;3;2;1;110;1950.0;650.0;207.0
29579;Apartamento;Recreio dos Bandeirantes;4;0;0;323;5000.0;1514.0;7541.0
29580;Apartamento;Laranjeiras;3;1;0;99;2300.0;768.0;125.0
29581;Apartamento;Barra da Tijuca;2;1;1;74;2400.0;931.0;158.0
29583;Apartamento;Freguesia (Jacarepaguá);3;2;2;140;2400.0;1335.0;
29584;Apartamento;Copacabana;2;1;1;78;4000.0;1049.0;249.0
29585;Apartamento;Anil;2;1;0;48;1000.0;490.0;18.0
29586;Apartamento;Copacabana;1;0;0;70;2500.0;680.0;90.0
29588;Apartamento;São Cristóvão;2;0;0;65;1300.0;650.0;
29589;Apartamento;Praça da Bandeira;2;0;0;70;1200.0;680.0;80.0
29591;Apartamento;Ipanema;3;2;2;170;9900.0;4300.0;
29592;Apartamento;Lagoa;3;3;3;227;15900.0;3675.0;980.0
29593;Apartamento;Recreio dos Bandeirantes;2;1;1;76;2500.0;700.0;180.0
29594;Apartamento;Tijuca;2;1;0;80;1800.0;450.0;96.0
29596;Apartamento;Ipanema;1;0;0;50;1700.0;815.0;130.0
29597;Quitinete;Copacabana;1;0;0;25;1200.0;500.0;
29599;Apartamento;Tijuca;2;0;0;84;1600.0;300.0;
29600;Apartamento;Lagoa;4;2;0;230;7500.0;3124.0;9677.0
29601;Apartamento;Ipanema;2;0;0;63;4000.0;732.0;172.0
29602;Apartamento;Recreio dos Bandeirantes;3;4;1;184;2800.0;1700.0;
29603;Apartamento;Copacabana;3;1;1;180;4500.0;1086.0;460.0
29605;Apartamento;Barra da Tijuca;2;1;0;84;2200.0;1425.0;280.0
29606;Apartamento;Recreio dos Bandeirantes;5;3;5;330;5000.0;850.0;930.0
29608;Apartamento;Pechincha;3;1;1;102;1900.0;1034.0;142.0
29613;Apartamento;Copacabana;3;1;1;130;3700.0;1200.0;
29614;Apartamento;Leblon;3;0;0;110;3490.0;800.0;100.0
29615;Apartamento;Engenho de Dentro;2;1;1;70;1350.0;460.0;
29616;Apartamento;São Conrado;1;1;1;100;2600.0;1745.0;1200.0
29617;Apartamento;Recreio dos Bandeirantes;2;1;1;73;1700.0;650.0;145.0
29618;Apartamento;Copacabana;2;0;0;85;4000.0;800.0;
29619;Apartamento;Ipanema;1;1;1;40;3400.0;2400.0;250.0
29620;Apartamento;Laranjeiras;3;1;1;130;2700.0;1100.0;239.0
29623;Apartamento;Barra da Tijuca;2;1;0;77;2500.0;700.0;1500.0
29625;Apartamento;Ipanema;3;1;1;140;7499.0;2900.0;500.0
29627;Quitinete;Leme;1;0;0;26;1000.0;499.0;24.0
29628;Apartamento;Ipanema;2;1;0;72;3200.0;1500.0;213.0
29630;Apartamento;Botafogo;3;0;1;84;2400.0;789.0;157.0
29631;Apartamento;Copacabana;4;1;4;390;18000.0;2800.0;1100.0
29632;Apartamento;Copacabana;3;0;0;110;3500.0;560.0;
29634;Apartamento;Ipanema;3;1;0;110;3500.0;1600.0;228.0
29635;Quitinete;Copacabana;1;0;0;30;1500.0;350.0;
29636;Apartamento;Barra da Tijuca;3;1;2;94;3000.0;832.0;
29637;Apartamento;Campo Grande;2;1;0;45;850.0;;
29638;Apartamento;Barra da Tijuca;4;3;4;290;20000.0;4900.0;1800.0
29641;Apartamento;Jardim Guanabara;2;1;1;82;3800.0;600.0;
29643;Apartamento;Ipanema;3;3;2;200;15500.0;3500.0;986.0
29644;Apartamento;Recreio dos Bandeirantes;3;3;1;180;2800.0;1210.0;4222.0
29645;Apartamento;Barra da Tijuca;2;1;1;66;2500.0;1231.0;201.0
29646;Apartamento;Copacabana;1;0;0;47;2000.0;610.0;114.0
29647;Apartamento;Ipanema;3;1;0;90;3250.0;1050.0;
29649;Casa de Vila;Braz de Pina;1;0;0;50;800.0;;
29650;Apartamento;Freguesia (Jacarepaguá);3;1;1;89;1700.0;900.0;
29654;Casa;Ribeira;3;0;0;65;1200.0;;
29656;Apartamento;Cascadura;2;1;0;78;700.0;591.0;
29657;Apartamento;Urca;3;1;0;110;5500.0;1452.0;363.0
29659;Apartamento;Botafogo;2;0;0;79;2200.0;881.0;110.0
29660;Apartamento;Copacabana;5;1;2;350;6000.0;425.0;24.0
29661;Casa de Vila;Cascadura;1;0;0;42;800.0;;
29662;Apartamento;Barra da Tijuca;3;0;3;240;5000.0;1620.0;357.0
29663;Apartamento;Gávea;2;1;1;90;5400.0;856.0;1836.0
29664;Apartamento;Ipanema;3;2;1;120;6500.0;1322.0;
29665;Apartamento;Pechincha;2;1;1;74;1200.0;650.0;61.0
29666;Apartamento;Freguesia (Jacarepaguá);3;1;1;115;1990.0;950.0;100.0
29667;Apartamento;Copacabana;1;1;0;64;2500.0;1035.0;41.0
29668;Quitinete;Santa Teresa;1;0;0;30;1000.0;425.0;
29671;Apartamento;Tijuca;3;2;1;90;2500.0;800.0;
29673;Quitinete;Copacabana;1;0;0;62;1800.0;500.0;112.0
29674;Apartamento;Barra da Tijuca;3;3;2;250;6000.0;2500.0;693.0
29676;Apartamento;Recreio dos Bandeirantes;2;1;1;75;2790.0;650.0;129.0
29680;Apartamento;Botafogo;3;2;0;130;4200.0;1357.0;326.0
29681;Apartamento;Ipanema;4;2;1;450;17000.0;4500.0;1500.0
29683;Apartamento;Barra da Tijuca;4;2;1;275;5500.0;2273.0;583.0
29684;Apartamento;Ipanema;2;2;2;80;5000.0;2200.0;
29686;Apartamento;Piedade;3;0;0;61;1000.0;260.0;
29687;Apartamento;Ipanema;1;0;0;32;1500.0;665.0;99.0
29688;Apartamento;Recreio dos Bandeirantes;3;2;1;80;1500.0;950.0;2849.0
29690;Apartamento;Barra da Tijuca;3;4;0;208;5900.0;1840.0;5171.0
29691;Apartamento;Leblon;2;0;0;60;3300.0;535.0;933.0
29693;Quitinete;Copacabana;1;0;0;30;700.0;620.0;29.0
29694;Apartamento;Tijuca;2;1;0;70;1300.0;630.0;20.0
29695;Casa de Condomínio;Barra da Tijuca;4;5;2;390;9000.0;900.0;1380.0
29696;Apartamento;Maracanã;2;0;0;65;1000.0;463.0;14.0
29698;Apartamento;Laranjeiras;1;0;0;30;1000.0;70.0;29.0
29700;Apartamento;Freguesia (Jacarepaguá);3;1;1;81;1800.0;900.0;134.0
29702;Apartamento;Leblon;4;2;1;200;8000.0;1780.0;654.0
29703;Apartamento;Ipanema;4;3;3;180;14000.0;4000.0;720.0
29705;Apartamento;Tijuca;2;0;0;65;1600.0;780.0;
29707;Apartamento;Copacabana;1;0;0;40;3800.0;614.0;250.0
29708;Apartamento;Barra da Tijuca;4;3;4;340;8000.0;3547.0;10000.0
29709;Quitinete;Ipanema;1;0;0;35;1600.0;338.0;98.0
29710;Apartamento;Recreio dos Bandeirantes;3;1;2;90;1400.0;900.0;160.0
29712;Apartamento;Leblon;3;2;1;179;5000.0;3399.0;485.0
29713;Apartamento;Anil;2;1;0;50;1450.0;;
29714;Apartamento;Copacabana;3;1;2;200;9000.0;2289.0;
29716;Apartamento;Leblon;2;1;2;90;7000.0;1900.0;4870.0
29717;Apartamento;Praça Seca;3;2;1;120;1400.0;250.0;
29719;Apartamento;Barra da Tijuca;2;1;1;72;1500.0;909.0;1120.0
29720;Apartamento;Tijuca;3;1;0;90;2200.0;600.0;83.0
29721;Apartamento;Laranjeiras;4;1;1;282;6500.0;1870.0;558.0
29722;Apartamento;Tijuca;2;0;0;70;1500.0;705.0;62.0
29723;Apartamento;Ipanema;4;3;3;200;25000.0;3500.0;1300.0
29724;Apartamento;Pechincha;2;1;1;62;1600.0;560.0;
29725;Apartamento;Laranjeiras;2;1;0;90;4000.0;1870.0;256.0
29727;Apartamento;Copacabana;1;0;0;64;2500.0;560.0;25.0
29728;Casa;Bonsucesso;2;0;0;72;2000.0;;
29731;Apartamento;Rio Comprido;2;1;0;90;2300.0;778.0;71.0
29732;Apartamento;Itanhangá;2;1;0;60;900.0;360.0;
29733;Apartamento;Braz de Pina;2;2;1;90;1800.0;630.0;
29734;Apartamento;Leblon;2;1;0;78;3000.0;880.0;210.0
29735;Apartamento;Leblon;4;2;1;140;6000.0;1100.0;410.0
29736;Apartamento;Recreio dos Bandeirantes;3;0;2;360;6000.0;2003.0;1200.0
29737;Apartamento;Jardim Oceânico;3;2;1;160;6000.0;1300.0;420.0
29738;Apartamento;Tijuca;2;1;0;73;1700.0;500.0;
29739;Apartamento;Recreio dos Bandeirantes;2;1;1;90;1600.0;988.0;180.0
29740;Quitinete;Praça da Bandeira;1;0;0;32;800.0;264.0;25.0
29741;Apartamento;Freguesia (Jacarepaguá);2;1;0;50;1100.0;380.0;
29742;Apartamento;São Conrado;3;2;1;126;5000.0;1600.0;425.0
29743;Apartamento;Campo Grande;2;1;0;47;750.0;290.0;
29744;Casa de Condomínio;Barra da Tijuca;6;5;6;1100;25000.0;;
29745;Apartamento;Ipanema;3;1;1;162;6800.0;1617.0;488.0
29746;Apartamento;Andaraí;1;0;0;70;1300.0;30.0;
29747;Apartamento;Vila Isabel;2;0;0;60;1400.0;694.0;20.0
29748;Apartamento;Leblon;3;1;1;117;7300.0;1570.0;365.0
29749;Apartamento;Lapa;1;0;0;35;1100.0;300.0;25.0
29751;Casa;Pechincha;2;0;0;55;1000.0;;
29752;Apartamento;Barra da Tijuca;4;2;2;208;5000.0;1369.0;7659.0
29753;Apartamento;Copacabana;1;0;0;45;1900.0;450.0;125.0
29754;Apartamento;Barra da Tijuca;2;1;1;80;3500.0;1280.0;170.0
29757;Apartamento;Botafogo;3;1;0;205;6000.0;2000.0;300.0
29758;Apartamento;Barra da Tijuca;4;3;4;266;15000.0;3700.0;692.0
29759;Apartamento;Tauá;1;1;0;50;1000.0;424.0;
29760;Casa de Condomínio;Méier;2;1;0;70;1200.0;180.0;
29761;Apartamento;Ipanema;3;1;1;140;4500.0;1700.0;513.0
29762;Apartamento;Recreio dos Bandeirantes;3;2;0;122;2400.0;837.0;248.0
29763;Apartamento;Barra da Tijuca;3;2;1;169;5900.0;2400.0;
29764;Casa de Vila;Méier;2;1;1;65;1800.0;;
29765;Apartamento;Recreio dos Bandeirantes;4;2;1;220;2950.0;900.0;
29766;Apartamento;Barra da Tijuca;3;2;1;84;1600.0;750.0;
29767;Casa;Urca;5;2;4;320;21000.0;;
29768;Apartamento;Jardim Botânico;3;0;0;90;3000.0;295.0;200.0
29769;Casa;Barra da Tijuca;4;6;4;500;25000.0;;1298.0
29770;Apartamento;Humaitá;2;2;0;143;7000.0;1774.0;416.0
29772;Apartamento;Copacabana;2;0;0;52;2300.0;752.0;92.0
29773;Apartamento;Maria da Graça;2;1;0;70;1280.0;150.0;11.0
29774;Apartamento;Leblon;3;2;2;132;4800.0;1400.0;
29775;Apartamento;Ipanema;1;1;0;52;3000.0;600.0;
29778;Apartamento;Ipanema;3;0;0;80;3500.0;653.0;
29780;Quitinete;Santa Teresa;1;0;0;20;600.0;;
29781;Apartamento;Barra da Tijuca;2;1;1;78;2200.0;1050.0;1000.0
29782;Apartamento;Jardim Guanabara;2;1;0;67;1500.0;700.0;115.0
29784;Apartamento;Tijuca;2;1;1;85;1800.0;848.0;107.0
29785;Apartamento;Piedade;2;1;0;68;1300.0;400.0;150.0
29787;Apartamento;Copacabana;1;0;0;45;2000.0;560.0;190.0
29788;Apartamento;Copacabana;3;1;1;80;3500.0;1440.0;
29790;Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1213.0;112.0
29792;Apartamento;Tijuca;2;1;0;73;1800.0;630.0;
29793;Apartamento;Leblon;3;2;2;127;16500.0;2230.0;
29796;Apartamento;Botafogo;2;1;1;86;2900.0;950.0;
29799;Apartamento;Vaz Lobo;2;1;0;60;850.0;309.0;
29800;Casa de Condomínio;Anil;4;2;2;240;2200.0;480.0;80.0
29801;Apartamento;Rio Comprido;2;1;0;71;940.0;550.0;14.0
29803;Apartamento;Leblon;3;2;0;170;12000.0;2800.0;49.0
29804;Apartamento;Jardim Botânico;2;2;1;115;6300.0;1800.0;3200.0
29805;Apartamento;Botafogo;2;1;1;70;2700.0;834.0;98.0
29808;Apartamento;Botafogo;2;1;1;90;3000.0;826.0;180.0
29809;Apartamento;Tijuca;1;0;0;45;1950.0;550.0;55.0
29811;Apartamento;Jardim Oceânico;3;3;1;212;5500.0;1200.0;682.0
29813;Apartamento;Copacabana;4;1;1;260;7000.0;2000.0;430.0
29814;Apartamento;Recreio dos Bandeirantes;2;1;1;100;2000.0;850.0;180.0
29815;Apartamento;Copacabana;1;1;1;80;3300.0;;
29816;Apartamento;Laranjeiras;2;1;0;70;2000.0;700.0;143.0
29817;Apartamento;Ipanema;3;1;0;170;7500.0;2600.0;395.0
29818;Apartamento;Copacabana;2;1;1;70;2500.0;750.0;110.0
29821;Apartamento;Leblon;4;2;2;370;18900.0;4670.0;1100.0
29824;Apartamento;Botafogo;3;2;1;105;3900.0;1434.0;
29825;Casa de Vila;Realengo;1;0;0;45;650.0;;
29828;Casa de Vila;São Francisco Xavier;3;0;1;80;1200.0;;17.0
29829;Apartamento;Barra da Tijuca;4;3;4;480;5000.0;1200.0;420.0
29830;Apartamento;Gávea;2;0;0;80;2700.0;637.0;130.0
29831;Apartamento;Ipanema;5;1;2;380;12000.0;4000.0;1400.0
29832;Apartamento;Barra da Tijuca;4;3;4;240;8000.0;4273.0;1051.0
29833;Apartamento;Barra da Tijuca;2;1;0;91;2000.0;1100.0;
29834;Apartamento;Recreio dos Bandeirantes;2;1;1;73;1600.0;800.0;152.0
29835;Apartamento;Recreio dos Bandeirantes;2;2;1;90;1800.0;425.0;100.0
29836;Apartamento;Recreio dos Bandeirantes;4;3;4;370;7000.0;650.0;875.0
29838;Apartamento;Botafogo;2;1;1;79;4310.0;1100.0;188.0
29839;Apartamento;Campo Grande;2;1;1;64;1700.0;605.0;
29840;Apartamento;Copacabana;3;0;0;100;9000.0;3895.0;4500.0
29841;Apartamento;Jardim Botânico;2;0;0;50;2600.0;350.0;
29844;Apartamento;Leblon;3;1;1;135;9000.0;1006.0;270.0
29845;Apartamento;Barra da Tijuca;5;4;4;210;11000.0;1800.0;
29846;Apartamento;Humaitá;3;1;1;90;2850.0;1160.0;260.0
29847;Apartamento;Laranjeiras;2;0;0;70;2500.0;700.0;120.0
29848;Apartamento;Barra da Tijuca;4;2;1;130;3500.0;1600.0;300.0
29849;Apartamento;Tijuca;5;2;2;240;3000.0;1430.0;548.0
29850;Casa de Condomínio;Barra da Tijuca;5;5;5;606;18000.0;1850.0;1480.0
29851;Apartamento;Tijuca;2;0;0;65;1550.0;489.0;61.0
29852;Casa de Vila;Tijuca;2;0;0;73;2500.0;25.0;64.0
29854;Apartamento;Senador Vasconcelos;2;1;1;45;850.0;180.0;
29855;Apartamento;Flamengo;2;0;2;140;5000.0;1100.0;336.0
29856;Apartamento;Gamboa;2;0;0;43;950.0;;
29857;Apartamento;Copacabana;1;0;0;50;1500.0;698.0;25.0
29858;Apartamento;Recreio dos Bandeirantes;3;3;3;128;2800.0;550.0;3497.0
29861;Apartamento;Ipanema;2;1;2;110;14000.0;1386.0;2700.0
29863;Apartamento;Guadalupe;2;0;0;80;1000.0;;
29864;Apartamento;Andaraí;2;0;0;57;1000.0;555.0;64.0
29865;Apartamento;Recreio dos Bandeirantes;2;2;1;125;2000.0;917.0;283.0
29866;Apartamento;Recreio dos Bandeirantes;4;4;3;250;8000.0;2780.0;
29867;Apartamento;Botafogo;2;0;0;63;2400.0;756.0;114.0
29868;Apartamento;Méier;1;0;0;41;850.0;430.0;14.0
29869;Apartamento;Barra da Tijuca;2;1;1;72;1600.0;955.0;1734.0
29871;Apartamento;Freguesia (Jacarepaguá);2;1;0;68;1300.0;611.0;61.0
29872;Apartamento;Rio Comprido;3;0;0;98;2000.0;600.0;30.0
29874;Apartamento;Humaitá;2;2;1;138;4700.0;1100.0;270.0
29875;Apartamento;Centro;2;0;0;50;1000.0;450.0;50.0
29876;Apartamento;Ipanema;3;2;1;140;5000.0;2500.0;600.0
29877;Apartamento;Ipanema;5;2;3;302;16000.0;2100.0;
29878;Apartamento;Recreio dos Bandeirantes;3;1;1;80;1800.0;400.0;
29879;Apartamento;Lagoa;2;1;1;100;4000.0;1020.0;
29881;Casa;Vila da Penha;2;0;0;70;1200.0;;
29882;Apartamento;Barra da Tijuca;4;2;2;146;4900.0;1800.0;350.0
29883;Apartamento;Laranjeiras;2;1;0;58;1700.0;997.0;55.0
29884;Apartamento;Botafogo;1;1;0;47;3250.0;540.0;
29886;Apartamento;Leblon;3;2;1;179;7500.0;3990.0;
29887;Apartamento;Recreio dos Bandeirantes;3;1;2;80;1700.0;890.0;185.0
29888;Casa;Andaraí;2;1;0;80;1580.0;;30.0
29889;Apartamento;Barra da Tijuca;3;1;1;75;1700.0;760.0;
29890;Apartamento;Copacabana;1;0;0;41;1400.0;670.0;
29891;Apartamento;Barra da Tijuca;2;1;1;80;2600.0;750.0;750.0
29892;Apartamento;Tijuca;2;0;0;70;1200.0;900.0;82.0
29893;Apartamento;Engenho de Dentro;2;1;0;46;1000.0;367.0;16.0
29894;Apartamento;Barra da Tijuca;3;2;1;160;4000.0;1600.0;487.0
29895;Apartamento;Tijuca;2;1;0;61;1800.0;740.0;
29896;Apartamento;Anil;3;2;1;117;2200.0;250.0;75.0
29897;Apartamento;Copacabana;3;1;0;130;3900.0;1900.0;226.0
29898;Apartamento;Barra da Tijuca;2;2;1;105;3500.0;1100.0;
29900;Apartamento;Tijuca;3;1;0;80;1900.0;646.0;40.0
29901;Apartamento;Taquara;2;0;0;52;700.0;265.0;11.0
29902;Apartamento;Ipanema;3;1;1;126;6000.0;1980.0;
29905;Apartamento;Laranjeiras;3;0;0;137;2900.0;800.0;200.0
29906;Apartamento;Recreio dos Bandeirantes;3;1;1;78;1900.0;550.0;
29911;Apartamento;Jacarepaguá;2;0;0;50;1300.0;350.0;
29912;Apartamento;Ipanema;4;2;2;220;14900.0;4360.0;
29913;Apartamento;Copacabana;1;0;0;32;1500.0;474.0;25.0
29914;Quitinete;Copacabana;0;0;0;35;1650.0;543.0;
29915;Apartamento;Recreio dos Bandeirantes;4;2;1;200;3400.0;750.0;3000.0
29916;Apartamento;Ipanema;3;2;1;150;6000.0;2800.0;403.0
29919;Apartamento;Praça da Bandeira;2;0;0;50;1400.0;326.0;
29920;Apartamento;Tauá;3;1;1;100;1600.0;250.0;100.0
29921;Apartamento;Tijuca;1;0;0;50;1500.0;650.0;
29923;Apartamento;Flamengo;4;3;2;216;7000.0;2704.0;661.0
29924;Apartamento;Recreio dos Bandeirantes;3;1;1;84;1800.0;850.0;150.0
29929;Casa;São Conrado;5;3;3;500;14000.0;;508.0
29931;Casa de Vila;Engenho Novo;3;1;0;64;1760.0;50.0;
29932;Apartamento;Copacabana;3;1;1;130;3200.0;1700.0;1100.0
29933;Apartamento;Laranjeiras;3;1;1;110;2950.0;1200.0;228.0
29934;Apartamento;Praça da Bandeira;1;0;0;39;1200.0;200.0;
29938;Apartamento;Pechincha;3;1;0;79;1300.0;700.0;90.0
29941;Apartamento;Barra da Tijuca;1;2;0;78;2200.0;406.0;95.0
29942;Apartamento;Tijuca;1;0;0;45;1500.0;509.0;
29943;Apartamento;Barra da Tijuca;3;3;3;260;8500.0;3600.0;530.0
29944;Apartamento;Jacarepaguá;3;1;2;98;3500.0;600.0;
29945;Apartamento;Copacabana;5;2;0;406;22500.0;3899.0;7062.0
29946;Apartamento;Vila Isabel;3;0;1;115;2100.0;450.0;90.0
29948;Apartamento;Leblon;4;1;2;214;8000.0;1980.0;490.0
29949;Apartamento;Centro;1;0;1;40;1400.0;350.0;300.0
29950;Apartamento;Leblon;3;2;1;150;5000.0;1320.0;480.0
29951;Apartamento;Ipanema;1;0;0;50;2750.0;650.0;75.0
29952;Apartamento;Rio Comprido;2;1;1;89;2100.0;530.0;90.0
29953;Apartamento;Ipanema;4;2;1;305;15000.0;2085.0;8500.0
29956;Apartamento;Maracanã;2;1;1;80;2000.0;750.0;80.0
29957;Apartamento;Botafogo;1;0;0;30;2300.0;;
29958;Apartamento;Barra da Tijuca;1;1;0;79;1300.0;1942.0;240.0
29959;Apartamento;Barra da Tijuca;2;1;1;100;2600.0;1550.0;
29960;Casa;Jardim Botânico;5;2;2;276;15000.0;;525.0
29962;Apartamento;Lagoa;2;1;1;80;4800.0;920.0;310.0
29965;Apartamento;Tijuca;2;0;0;60;2100.0;;
29966;Apartamento;Botafogo;1;0;0;42;1800.0;482.0;
29967;Apartamento;Botafogo;1;0;0;25;1800.0;;25.0
29968;Apartamento;Copacabana;1;0;0;45;2300.0;510.0;23.0
29972;Apartamento;Botafogo;2;1;1;84;4230.0;1150.0;202.0
29973;Apartamento;Copacabana;1;0;0;30;1500.0;760.0;56.0
29974;Apartamento;Penha Circular;2;0;0;60;990.0;120.0;
29975;Apartamento;Cachambi;1;1;1;59;1400.0;680.0;
29977;Apartamento;Camorim;3;2;1;74;1500.0;650.0;
29979;Apartamento;Leblon;2;1;1;110;8000.0;2300.0;397.0
29980;Apartamento;Freguesia (Jacarepaguá);2;1;1;70;1600.0;513.0;94.0
29981;Apartamento;Barra da Tijuca;3;3;3;145;5100.0;1100.0;424.0
29982;Apartamento;Leblon;2;0;0;70;2500.0;694.0;191.0
29984;Apartamento;Engenho de Dentro;2;1;0;50;1100.0;405.0;16.0
29985;Apartamento;Copacabana;3;1;0;140;3700.0;1340.0;
29986;Apartamento;Freguesia (Jacarepaguá);4;2;2;109;2500.0;864.0;194.0
29987;Apartamento;Recreio dos Bandeirantes;3;0;1;110;2500.0;500.0;250.0
29988;Apartamento;Flamengo;1;0;0;48;2050.0;310.0;60.0
29989;Apartamento;São Francisco Xavier;2;0;0;63;1000.0;355.0;17.0
29990;Quitinete;Urca;1;0;0;19;1200.0;200.0;24.0
29991;Apartamento;Leblon;3;1;2;450;100000.0;2400.0;
29992;Apartamento;Laranjeiras;2;0;0;61;2200.0;800.0;70.0
29993;Apartamento;Copacabana;1;0;0;30;1400.0;477.0;
29994;Apartamento;Oswaldo Cruz;2;1;0;65;1100.0;;
29995;Apartamento;Portuguesa;2;1;0;55;1300.0;350.0;47.0
29998;Apartamento;Ipanema;2;1;0;85;5000.0;1500.0;170.0
30000;Apartamento;Copacabana;4;0;2;330;9900.0;2100.0;1500.0
30001;Apartamento;Glória;2;0;0;45;2200.0;511.0;24.0
30003;Apartamento;Botafogo;3;1;1;78;4310.0;1100.0;243.0
30004;Apartamento;Urca;2;0;0;55;2300.0;320.0;
30005;Apartamento;Ipanema;4;2;2;190;13000.0;2717.0;1298.0
30007;Apartamento;Copacabana;1;0;0;40;2000.0;617.0;
30008;Apartamento;Irajá;2;1;0;52;1100.0;310.0;
30010;Apartamento;Taquara;2;1;1;78;1800.0;736.0;115.0
30011;Apartamento;Campo Grande;2;1;1;80;1000.0;400.0;
30012;Apartamento;Copacabana;3;1;1;153;3500.0;1440.0;
30013;Casa;Barra da Tijuca;4;10;3;750;50000.0;2000.0;
30014;Apartamento;Leme;2;1;0;70;3800.0;1120.0;25.0
30015;Apartamento;Ipanema;3;1;1;160;6700.0;3377.0;6245.0
30017;Apartamento;Tijuca;2;1;1;87;1800.0;989.0;185.0
30018;Apartamento;Taquara;3;1;1;72;1500.0;550.0;
30019;Quitinete;Glória;1;0;0;21;1100.0;303.0;29.0
30021;Apartamento;Barra da Tijuca;2;2;0;78;2500.0;700.0;150.0
30022;Apartamento;Tijuca;3;0;0;105;2000.0;512.0;130.0
30023;Apartamento;Irajá;1;0;0;48;850.0;120.0;
30024;Apartamento;Lagoa;2;1;1;80;2800.0;724.0;203.0
30025;Apartamento;São Conrado;2;1;1;78;2200.0;997.0;201.0
30027;Casa;Campo Grande;2;1;2;80;950.0;;
30028;Apartamento;Engenho Novo;2;1;1;80;1100.0;480.0;70.0
30031;Apartamento;Leblon;3;1;1;150;5000.0;1000.0;
30032;Apartamento;Barra da Tijuca;2;1;1;69;3000.0;1317.0;
30034;Apartamento;Recreio dos Bandeirantes;2;1;1;63;1800.0;945.0;138.0
30035;Apartamento;Barra da Tijuca;3;2;1;127;4500.0;2000.0;
30036;Apartamento;Copacabana;3;1;2;290;11000.0;1980.0;500.0
30038;Apartamento;Leblon;4;3;1;170;11000.0;2942.0;
30039;Casa;Jardim Guanabara;2;0;0;100;900.0;;
30040;Apartamento;Ipanema;3;2;1;130;7200.0;1500.0;563.0
30042;Casa;Campo Grande;2;2;0;80;1000.0;;
30043;Apartamento;Laranjeiras;1;1;1;40;2200.0;315.0;47.0
30044;Apartamento;Barra da Tijuca;4;2;2;157;6500.0;1900.0;880.0
30045;Apartamento;Copacabana;2;1;1;75;3000.0;900.0;149.0
30046;Apartamento;Tijuca;2;1;0;80;2000.0;650.0;124.0
30047;Apartamento;Gávea;2;1;1;150;5000.0;1000.0;300.0
30051;Apartamento;Barra da Tijuca;3;2;1;145;5000.0;1800.0;700.0
30052;Quitinete;Copacabana;1;0;0;35;1300.0;400.0;250.0
30053;Casa;Recreio dos Bandeirantes;5;8;3;1200;25000.0;1300.0;900.0
30054;Apartamento;Tijuca;2;0;0;65;1570.0;550.0;16.0
30055;Apartamento;Barra da Tijuca;1;1;1;42;1350.0;740.0;1350.0
30057;Apartamento;Flamengo;1;0;1;52;2000.0;650.0;
30058;Apartamento;Ipanema;2;0;1;156;7500.0;1885.0;
30059;Apartamento;Vila da Penha;1;1;0;65;1000.0;369.0;
30063;Apartamento;Glória;1;0;0;42;1200.0;450.0;54.0
30064;Apartamento;Barra da Tijuca;3;2;3;145;3200.0;1800.0;350.0
30065;Apartamento;Lagoa;3;2;1;88;4100.0;1087.0;
30066;Apartamento;Tijuca;4;2;1;140;3500.0;980.0;199.0
30067;Apartamento;Barra da Tijuca;4;3;3;162;8000.0;2300.0;3000.0
30068;Casa de Condomínio;Barra da Tijuca;4;5;4;530;20000.0;2333.0;17970.0
30069;Apartamento;Barra da Tijuca;2;1;1;100;4000.0;1200.0;266.0
30070;Apartamento;Barra da Tijuca;3;1;1;112;2599.0;1450.0;240.0
30072;Casa;Botafogo;10;2;4;700;25000.0;;19461.0
30073;Apartamento;Grajaú;3;0;0;85;1600.0;;45.0
30074;Casa;Jardim Botânico;4;3;4;500;20000.0;;1800.0
30075;Apartamento;Barra da Tijuca;4;2;2;293;7500.0;1300.0;700.0
30076;Apartamento;Tijuca;2;1;0;88;1200.0;640.0;
30077;Apartamento;Recreio dos Bandeirantes;2;2;1;104;2200.0;542.0;170.0
30078;Apartamento;Copacabana;1;0;1;45;2300.0;600.0;203.0
30080;Apartamento;Rio Comprido;2;1;0;81;700.0;885.0;89.0
30082;Apartamento;Ipanema;3;1;1;140;7199.0;2973.0;448.0
